country_code,region_country_area,year,series,value,notes,source
108,Burundi,2020,Total population of concern to UNHCR (number),117139.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
108,Burundi,2023,Total refugees and people in refugee-like situations (number),84187.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
108,Burundi,2023,"Asylum seekers, including pending cases (number)",3013.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
108,Burundi,2023,Other of concern to UNHCR (number),14947.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
108,Burundi,2023,Total population of concern to UNHCR (number),102147.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2005,International migrant stock: Both sexes (number),12700.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2005,International migrant stock: Both sexes (% total population),2.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2005,International migrant stock: Male (% total Population),2.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2005,International migrant stock: Female (% total Population),2.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2005,Other of concern to UNHCR (number),1.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2005,Total population of concern to UNHCR (number),1.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2010,International migrant stock: Both sexes (number),14373.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2010,International migrant stock: Both sexes (% total population),2.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2010,International migrant stock: Male (% total Population),3.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2010,International migrant stock: Female (% total Population),2.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2015,International migrant stock: Both sexes (number),14924.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2015,International migrant stock: Both sexes (% total population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2015,International migrant stock: Male (% total Population),2.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2015,International migrant stock: Female (% total Population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2015,Other of concern to UNHCR (number),115.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2015,Total population of concern to UNHCR (number),115.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2020,International migrant stock: Both sexes (number),15788.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2020,International migrant stock: Both sexes (% total population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2020,International migrant stock: Male (% total Population),2.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2020,International migrant stock: Female (% total Population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
132,Cabo Verde,2020,Other of concern to UNHCR (number),115.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2020,Total population of concern to UNHCR (number),115.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2023,Total refugees and people in refugee-like situations (number),0.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2023,"Asylum seekers, including pending cases (number)",0.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2023,Other of concern to UNHCR (number),115.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
132,Cabo Verde,2023,Total population of concern to UNHCR (number),115.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
116,Cambodia,2005,International migrant stock: Both sexes (number),114096.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
116,Cambodia,2005,International migrant stock: Both sexes (% total population),0.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
116,Cambodia,2005,International migrant stock: Male (% total Population),0.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
116,Cambodia,2005,International migrant stock: Female (% total Population),0.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
116,Cambodia,2005,Total refugees and people in refugee-like situations (number),127.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
116,Cambodia,2005,"Asylum seekers, including pending cases (number)",68.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
116,Cambodia,2005,Other of concern to UNHCR (number),207.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
116,Cambodia,2005,Total population of concern to UNHCR (number),402.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
